Type	Predicate	Enabled
class clang::QualType	clang::FunctionDecl::getDeclaredReturnType	1
enum clang::ExceptionSpecificationType	clang::FunctionDecl::getExceptionSpecType	1
class clang::SourceRange	clang::FunctionDecl::getExceptionSpecSourceRange	1
class clang::QualType	clang::FunctionDecl::getCallResultType	1
enum clang::StorageClass	clang::FunctionDecl::getStorageClass	1
_Bool	clang::FunctionDecl::isInlineSpecified	1
_Bool	clang::FunctionDecl::UsesFPIntrin	1
_Bool	clang::FunctionDecl::isInlined	1
_Bool	clang::FunctionDecl::isInlineDefinitionExternallyVisible	1
_Bool	clang::FunctionDecl::isMSExternInline	1
_Bool	clang::FunctionDecl::doesDeclarationForceExternallyVisibleDefinition	1
_Bool	clang::FunctionDecl::isStatic	1
_Bool	clang::FunctionDecl::isOverloadedOperator	1
enum clang::OverloadedOperatorKind	clang::FunctionDecl::getOverloadedOperator	1
const class clang::IdentifierInfo *	clang::FunctionDecl::getLiteralIdentifier	1
class clang::FunctionDecl *	clang::FunctionDecl::getInstantiatedFromMemberFunction	1
enum clang::FunctionDecl::TemplatedKind	clang::FunctionDecl::getTemplatedKind	1
class clang::MemberSpecializationInfo *	clang::FunctionDecl::getMemberSpecializationInfo	1
class clang::FunctionDecl *	clang::FunctionDecl::getInstantiatedFromDecl	1
class clang::FunctionTemplateDecl *	clang::FunctionDecl::getDescribedFunctionTemplate	1
_Bool	clang::FunctionDecl::isFunctionTemplateSpecialization	1
class clang::FunctionTemplateSpecializationInfo *	clang::FunctionDecl::getTemplateSpecializationInfo	1
_Bool	clang::FunctionDecl::isImplicitlyInstantiable	1
_Bool	clang::FunctionDecl::isTemplateInstantiation	1
class clang::FunctionTemplateDecl *	clang::FunctionDecl::getPrimaryTemplate	1
const class clang::TemplateArgumentList *	clang::FunctionDecl::getTemplateSpecializationArgs	1
const struct clang::ASTTemplateArgumentListInfo *	clang::FunctionDecl::getTemplateSpecializationArgsAsWritten	1
class clang::DependentFunctionTemplateSpecializationInfo *	clang::FunctionDecl::getDependentSpecializationInfo	1
enum clang::TemplateSpecializationKind	clang::FunctionDecl::getTemplateSpecializationKind	1
enum clang::TemplateSpecializationKind	clang::FunctionDecl::getTemplateSpecializationKindForInstantiation	1
class clang::SourceLocation	clang::FunctionDecl::getPointOfInstantiation	1
_Bool	clang::FunctionDecl::isOutOfLine	1
unsigned int	clang::FunctionDecl::getMemoryFunctionKind	1
unsigned int	clang::FunctionDecl::getODRHash	1
class clang::CXXMethodDecl *	clang::ClassScopeFunctionSpecializationDecl::getSpecialization	1
_Bool	clang::ClassScopeFunctionSpecializationDecl::hasExplicitTemplateArgs	1
const struct clang::ASTTemplateArgumentListInfo *	clang::ClassScopeFunctionSpecializationDecl::getTemplateArgsAsWritten	1
class clang::SourceLocation	clang::SEHLeaveStmt::getLeaveLoc	1
class clang::SourceLocation	clang::SEHLeaveStmt::getBeginLoc	1
class clang::SourceLocation	clang::SEHLeaveStmt::getEndLoc	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::SEHLeaveStmt::children	1
const class clang::RedeclarableTemplateDecl *	clang::RedeclarableTemplateDecl::getCanonicalDecl	1
_Bool	clang::RedeclarableTemplateDecl::isMemberSpecialization	1
class clang::RedeclarableTemplateDecl *	clang::RedeclarableTemplateDecl::getInstantiatedFromMemberTemplate	1
class clang::Expr *	clang::TypeOfExprTypeLoc::getUnderlyingExpr	1
class clang::SourceRange	clang::TypeOfExprTypeLoc::getLocalSourceRange	1
_Bool	clang::DependentBitIntType::isUnsigned	1
_Bool	clang::DependentBitIntType::isSigned	1
class clang::Expr *	clang::DependentBitIntType::getNumBitsExpr	1
_Bool	clang::DependentBitIntType::isSugared	1
class clang::QualType	clang::DependentBitIntType::desugar	1
enum clang::CastKind	clang::CastExpr::getCastKind	1
const char *	clang::CastExpr::getCastKindName	1
const class clang::Expr *	clang::CastExpr::getSubExpr	1
const class clang::Expr *	clang::CastExpr::getSubExprAsWritten	1
class clang::NamedDecl *	clang::CastExpr::getConversionFunction	1
_Bool	clang::CastExpr::path_empty	1
unsigned int	clang::CastExpr::path_size	1
const class clang::CXXBaseSpecifier *const *	clang::CastExpr::path_begin	0
const class clang::CXXBaseSpecifier *const *	clang::CastExpr::path_end	0
class llvm::iterator_range<const class clang::CXXBaseSpecifier *const *>	clang::CastExpr::path	1
const class clang::FieldDecl *	clang::CastExpr::getTargetUnionField	1
_Bool	clang::CastExpr::hasStoredFPFeatures	1
class clang::FPOptionsOverride	clang::CastExpr::getStoredFPFeatures	1
class clang::FPOptionsOverride	clang::CastExpr::getFPFeatures	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::CastExpr::children	1
class clang::SourceLocation	clang::BinaryOperator::getExprLoc	1
class clang::SourceLocation	clang::BinaryOperator::getOperatorLoc	1
enum clang::BinaryOperatorKind	clang::BinaryOperator::getOpcode	1
class clang::Expr *	clang::BinaryOperator::getLHS	1
class clang::Expr *	clang::BinaryOperator::getRHS	1
class clang::SourceLocation	clang::BinaryOperator::getBeginLoc	1
class clang::SourceLocation	clang::BinaryOperator::getEndLoc	1
class llvm::StringRef	clang::BinaryOperator::getOpcodeStr	1
_Bool	clang::BinaryOperator::isPtrMemOp	1
_Bool	clang::BinaryOperator::isMultiplicativeOp	1
_Bool	clang::BinaryOperator::isAdditiveOp	1
_Bool	clang::BinaryOperator::isShiftOp	1
_Bool	clang::BinaryOperator::isBitwiseOp	1
_Bool	clang::BinaryOperator::isRelationalOp	1
_Bool	clang::BinaryOperator::isEqualityOp	1
_Bool	clang::BinaryOperator::isComparisonOp	1
_Bool	clang::BinaryOperator::isCommaOp	1
_Bool	clang::BinaryOperator::isLogicalOp	1
_Bool	clang::BinaryOperator::isAssignmentOp	1
_Bool	clang::BinaryOperator::isCompoundAssignmentOp	1
_Bool	clang::BinaryOperator::isShiftAssignOp	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::BinaryOperator::children	1
_Bool	clang::BinaryOperator::hasStoredFPFeatures	1
class clang::FPOptionsOverride	clang::BinaryOperator::getStoredFPFeatures	1
class clang::FPOptionsOverride	clang::BinaryOperator::getFPFeatures	1
unsigned int	clang::ConstantMatrixType::getNumRows	1
unsigned int	clang::ConstantMatrixType::getNumColumns	1
unsigned int	clang::ConstantMatrixType::getNumElementsFlattened	1
enum clang::UnaryExprOrTypeTrait	clang::UnaryExprOrTypeTraitExpr::getKind	1
_Bool	clang::UnaryExprOrTypeTraitExpr::isArgumentType	1
class clang::QualType	clang::UnaryExprOrTypeTraitExpr::getArgumentType	1
class clang::TypeSourceInfo *	clang::UnaryExprOrTypeTraitExpr::getArgumentTypeInfo	1
const class clang::Expr *	clang::UnaryExprOrTypeTraitExpr::getArgumentExpr	1
class clang::QualType	clang::UnaryExprOrTypeTraitExpr::getTypeOfArgument	1
class clang::SourceLocation	clang::UnaryExprOrTypeTraitExpr::getOperatorLoc	1
class clang::SourceLocation	clang::UnaryExprOrTypeTraitExpr::getRParenLoc	1
class clang::SourceLocation	clang::UnaryExprOrTypeTraitExpr::getBeginLoc	1
class clang::SourceLocation	clang::UnaryExprOrTypeTraitExpr::getEndLoc	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::UnaryExprOrTypeTraitExpr::children	1
_Bool	clang::TemplateTypeParmDecl::wasDeclaredWithTypename	1
const class clang::DefaultArgStorage<class clang::TemplateTypeParmDecl, class clang::TypeSourceInfo *> &	clang::TemplateTypeParmDecl::getDefaultArgStorage	1
_Bool	clang::TemplateTypeParmDecl::hasDefaultArgument	1
class clang::QualType	clang::TemplateTypeParmDecl::getDefaultArgument	1
class clang::TypeSourceInfo *	clang::TemplateTypeParmDecl::getDefaultArgumentInfo	1
class clang::SourceLocation	clang::TemplateTypeParmDecl::getDefaultArgumentLoc	1
_Bool	clang::TemplateTypeParmDecl::defaultArgumentWasInherited	1
unsigned int	clang::TemplateTypeParmDecl::getDepth	1
unsigned int	clang::TemplateTypeParmDecl::getIndex	1
_Bool	clang::TemplateTypeParmDecl::isParameterPack	1
_Bool	clang::TemplateTypeParmDecl::isPackExpansion	1
_Bool	clang::TemplateTypeParmDecl::isExpandedParameterPack	1
unsigned int	clang::TemplateTypeParmDecl::getNumExpansionParameters	1
const class clang::TypeConstraint *	clang::TemplateTypeParmDecl::getTypeConstraint	1
_Bool	clang::TemplateTypeParmDecl::hasTypeConstraint	1
class clang::SourceRange	clang::TemplateTypeParmDecl::getSourceRange	1
class clang::TypeLoc	clang::AtomicTypeLoc::getValueLoc	1
class clang::SourceRange	clang::AtomicTypeLoc::getLocalSourceRange	1
class clang::SourceLocation	clang::AtomicTypeLoc::getKWLoc	1
class clang::SourceLocation	clang::AtomicTypeLoc::getLParenLoc	1
class clang::SourceLocation	clang::AtomicTypeLoc::getRParenLoc	1
class clang::SourceRange	clang::AtomicTypeLoc::getParensRange	1
class clang::QualType	clang::AtomicTypeLoc::getInnerType	1
class llvm::ArrayRef<class clang::TemplateArgument>	clang::ImplicitConceptSpecializationDecl::getTemplateArguments	1
unsigned int	clang::TemplateTypeParmType::getDepth	1
unsigned int	clang::TemplateTypeParmType::getIndex	1
_Bool	clang::TemplateTypeParmType::isParameterPack	1
class clang::TemplateTypeParmDecl *	clang::TemplateTypeParmType::getDecl	1
class clang::IdentifierInfo *	clang::TemplateTypeParmType::getIdentifier	1
_Bool	clang::TemplateTypeParmType::isSugared	1
class clang::QualType	clang::TemplateTypeParmType::desugar	1
class llvm::iterator_range<class clang::BaseUsingDecl::shadow_iterator>	clang::BaseUsingDecl::shadows	1
class clang::BaseUsingDecl::shadow_iterator	clang::BaseUsingDecl::shadow_begin	0
class clang::BaseUsingDecl::shadow_iterator	clang::BaseUsingDecl::shadow_end	0
unsigned int	clang::BaseUsingDecl::shadow_size	1
class clang::SourceRange	clang::VarDecl::getSourceRange	1
enum clang::StorageClass	clang::VarDecl::getStorageClass	1
enum clang::ThreadStorageClassSpecifier	clang::VarDecl::getTSCSpec	1
enum clang::VarDecl::TLSKind	clang::VarDecl::getTLSKind	1
_Bool	clang::VarDecl::hasLocalStorage	1
_Bool	clang::VarDecl::isStaticLocal	1
_Bool	clang::VarDecl::hasExternalStorage	1
_Bool	clang::VarDecl::hasGlobalStorage	1
enum clang::StorageDuration	clang::VarDecl::getStorageDuration	1
enum clang::LanguageLinkage	clang::VarDecl::getLanguageLinkage	1
_Bool	clang::VarDecl::isExternC	1
_Bool	clang::VarDecl::isInExternCContext	1
_Bool	clang::VarDecl::isInExternCXXContext	1
_Bool	clang::VarDecl::isLocalVarDecl	1
_Bool	clang::VarDecl::isLocalVarDeclOrParm	1
_Bool	clang::VarDecl::isFunctionOrMethodVarDecl	1
_Bool	clang::VarDecl::isStaticDataMember	1
const class clang::VarDecl *	clang::VarDecl::getCanonicalDecl	1
enum clang::VarDecl::DefinitionKind	clang::VarDecl::isThisDeclarationADefinition	1
enum clang::VarDecl::DefinitionKind	clang::VarDecl::hasDefinition	1
const class clang::VarDecl *	clang::VarDecl::getActingDefinition	1
const class clang::VarDecl *	clang::VarDecl::getDefinition	1
_Bool	clang::VarDecl::isOutOfLine	1
_Bool	clang::VarDecl::isFileVarDecl	1
const class clang::Expr *	clang::VarDecl::getAnyInitializer	1
_Bool	clang::VarDecl::hasInit	1
const class clang::Expr *	clang::VarDecl::getInit	1
const class clang::VarDecl *	clang::VarDecl::getInitializingDeclaration	1
struct clang::EvaluatedStmt *	clang::VarDecl::ensureEvaluatedStmt	1
struct clang::EvaluatedStmt *	clang::VarDecl::getEvaluatedStmt	1
class clang::APValue *	clang::VarDecl::evaluateValue	1
class clang::APValue *	clang::VarDecl::getEvaluatedValue	1
_Bool	clang::VarDecl::hasConstantInitialization	1
enum clang::VarDecl::InitializationStyle	clang::VarDecl::getInitStyle	1
_Bool	clang::VarDecl::isDirectInit	1
_Bool	clang::VarDecl::isThisDeclarationADemotedDefinition	1
_Bool	clang::VarDecl::isExceptionVariable	1
_Bool	clang::VarDecl::isNRVOVariable	1
_Bool	clang::VarDecl::isCXXForRangeDecl	1
_Bool	clang::VarDecl::isObjCForDecl	1
_Bool	clang::VarDecl::isARCPseudoStrong	1
_Bool	clang::VarDecl::isInline	1
_Bool	clang::VarDecl::isInlineSpecified	1
_Bool	clang::VarDecl::isConstexpr	1
_Bool	clang::VarDecl::isInitCapture	1
_Bool	clang::VarDecl::isParameterPack	1
_Bool	clang::VarDecl::isPreviousDeclInSameBlockScope	1
_Bool	clang::VarDecl::isEscapingByref	1
_Bool	clang::VarDecl::isNonEscapingByref	1
_Bool	clang::VarDecl::hasDependentAlignment	1
class clang::VarDecl *	clang::VarDecl::getTemplateInstantiationPattern	1
class clang::VarDecl *	clang::VarDecl::getInstantiatedFromStaticDataMember	1
enum clang::TemplateSpecializationKind	clang::VarDecl::getTemplateSpecializationKind	1
enum clang::TemplateSpecializationKind	clang::VarDecl::getTemplateSpecializationKindForInstantiation	1
class clang::SourceLocation	clang::VarDecl::getPointOfInstantiation	1
class clang::MemberSpecializationInfo *	clang::VarDecl::getMemberSpecializationInfo	1
class clang::VarTemplateDecl *	clang::VarDecl::getDescribedVarTemplate	1
_Bool	clang::VarDecl::isKnownToBeDefined	1
class clang::SourceRange	clang::BuiltinTemplateDecl::getSourceRange	1
enum clang::BuiltinTemplateKind	clang::BuiltinTemplateDecl::getBuiltinTemplateKind	1
class clang::SourceLocation	clang::AsmStmt::getAsmLoc	1
_Bool	clang::AsmStmt::isSimple	1
_Bool	clang::AsmStmt::isVolatile	1
class clang::SourceLocation	clang::AsmStmt::getBeginLoc	1
class clang::SourceLocation	clang::AsmStmt::getEndLoc	1
unsigned int	clang::AsmStmt::getNumOutputs	1
unsigned int	clang::AsmStmt::getNumPlusOperands	1
unsigned int	clang::AsmStmt::getNumInputs	1
unsigned int	clang::AsmStmt::getNumClobbers	1
struct clang::Stmt::CastIterator<class clang::Expr, const class clang::Expr *const, const class clang::Stmt *const>	clang::AsmStmt::begin_inputs	0
struct clang::Stmt::CastIterator<class clang::Expr, const class clang::Expr *const, const class clang::Stmt *const>	clang::AsmStmt::end_inputs	0
class llvm::iterator_range<struct clang::Stmt::CastIterator<class clang::Expr, const class clang::Expr *const, const class clang::Stmt *const> >	clang::AsmStmt::inputs	1
struct clang::Stmt::CastIterator<class clang::Expr, const class clang::Expr *const, const class clang::Stmt *const>	clang::AsmStmt::begin_outputs	0
struct clang::Stmt::CastIterator<class clang::Expr, const class clang::Expr *const, const class clang::Stmt *const>	clang::AsmStmt::end_outputs	0
class llvm::iterator_range<struct clang::Stmt::CastIterator<class clang::Expr, const class clang::Expr *const, const class clang::Stmt *const> >	clang::AsmStmt::outputs	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::AsmStmt::children	1
class clang::Expr *	clang::DependentAddressSpaceType::getAddrSpaceExpr	1
class clang::QualType	clang::DependentAddressSpaceType::getPointeeType	1
class clang::SourceLocation	clang::DependentAddressSpaceType::getAttributeLoc	1
_Bool	clang::DependentAddressSpaceType::isSugared	1
class clang::QualType	clang::DependentAddressSpaceType::desugar	1
class clang::SourceLocation	clang::BuiltinBitCastExpr::getBeginLoc	1
class clang::SourceLocation	clang::BuiltinBitCastExpr::getEndLoc	1
class clang::TypeSourceInfo *	clang::DeclaratorDecl::getTypeSourceInfo	1
class clang::SourceLocation	clang::DeclaratorDecl::getInnerLocStart	1
class clang::SourceLocation	clang::DeclaratorDecl::getOuterLocStart	1
class clang::SourceRange	clang::DeclaratorDecl::getSourceRange	1
class clang::SourceLocation	clang::DeclaratorDecl::getBeginLoc	1
class clang::NestedNameSpecifier *	clang::DeclaratorDecl::getQualifier	1
class clang::NestedNameSpecifierLoc	clang::DeclaratorDecl::getQualifierLoc	1
const class clang::Expr *	clang::DeclaratorDecl::getTrailingRequiresClause	1
unsigned int	clang::DeclaratorDecl::getNumTemplateParameterLists	1
class clang::SourceLocation	clang::DeclaratorDecl::getTypeSpecStartLoc	1
class clang::SourceLocation	clang::DeclaratorDecl::getTypeSpecEndLoc	1
class clang::Expr *	clang::MemberExpr::getBase	1
class clang::ValueDecl *	clang::MemberExpr::getMemberDecl	1
class clang::DeclAccessPair	clang::MemberExpr::getFoundDecl	1
_Bool	clang::MemberExpr::hasQualifier	1
class clang::NestedNameSpecifierLoc	clang::MemberExpr::getQualifierLoc	1
class clang::NestedNameSpecifier *	clang::MemberExpr::getQualifier	1
class clang::SourceLocation	clang::MemberExpr::getTemplateKeywordLoc	1
class clang::SourceLocation	clang::MemberExpr::getLAngleLoc	1
class clang::SourceLocation	clang::MemberExpr::getRAngleLoc	1
_Bool	clang::MemberExpr::hasTemplateKeyword	1
_Bool	clang::MemberExpr::hasExplicitTemplateArgs	1
const class clang::TemplateArgumentLoc *	clang::MemberExpr::getTemplateArgs	1
unsigned int	clang::MemberExpr::getNumTemplateArgs	1
class llvm::ArrayRef<class clang::TemplateArgumentLoc>	clang::MemberExpr::template_arguments	1
struct clang::DeclarationNameInfo	clang::MemberExpr::getMemberNameInfo	0
class clang::SourceLocation	clang::MemberExpr::getOperatorLoc	1
_Bool	clang::MemberExpr::isArrow	1
class clang::SourceLocation	clang::MemberExpr::getMemberLoc	1
class clang::SourceLocation	clang::MemberExpr::getBeginLoc	1
class clang::SourceLocation	clang::MemberExpr::getEndLoc	1
class clang::SourceLocation	clang::MemberExpr::getExprLoc	1
_Bool	clang::MemberExpr::isImplicitAccess	1
_Bool	clang::MemberExpr::hadMultipleCandidates	1
enum clang::NonOdrUseReason	clang::MemberExpr::isNonOdrUse	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::MemberExpr::children	1
class clang::SourceLocation	clang::GCCAsmStmt::getRParenLoc	1
const class clang::StringLiteral *	clang::GCCAsmStmt::getAsmString	1
_Bool	clang::GCCAsmStmt::isAsmGoto	1
unsigned int	clang::GCCAsmStmt::getNumLabels	1
struct clang::Stmt::CastIterator<class clang::AddrLabelExpr, const class clang::AddrLabelExpr *const, const class clang::Stmt *const>	clang::GCCAsmStmt::begin_labels	0
struct clang::Stmt::CastIterator<class clang::AddrLabelExpr, const class clang::AddrLabelExpr *const, const class clang::Stmt *const>	clang::GCCAsmStmt::end_labels	0
class llvm::iterator_range<struct clang::Stmt::CastIterator<class clang::AddrLabelExpr, const class clang::AddrLabelExpr *const, const class clang::Stmt *const> >	clang::GCCAsmStmt::labels	1
class clang::SourceLocation	clang::GCCAsmStmt::getBeginLoc	1
class clang::SourceLocation	clang::GCCAsmStmt::getEndLoc	1
_Bool	clang::TypedefNameDecl::isModed	1
class clang::TypeSourceInfo *	clang::TypedefNameDecl::getTypeSourceInfo	1
class clang::QualType	clang::TypedefNameDecl::getUnderlyingType	1
const class clang::TypedefNameDecl *	clang::TypedefNameDecl::getCanonicalDecl	1
_Bool	clang::TypedefNameDecl::isTransparentTag	1
class clang::SourceLocation	clang::UsingDecl::getUsingLoc	1
class clang::NestedNameSpecifierLoc	clang::UsingDecl::getQualifierLoc	1
